Name,Cluster,UMAP1,UMAP2,Progressive Carries (PrgC),Goals per 90,Assists per 90,xG per 90,xAG per 90,Goals Against per 90 (GA90),Save Percentage (Save%),Clean Sheets Percentage (CS%),Penalty Kicks Save Percentage,Shots on Target Percentage (SoT%),Shots on Target per 90 (SoT/90),Goals per Shot (G/Sh),Average Shot Distance (Dist),Pass Completion Percentage (Cmp%),Key Passes (KP),Passes into Final Third (1/3),Passes into Penalty Area (PPA),Shot-Creating Actions (SCA),SCA per 90,Goal-Creating Actions (GCA),GCA per 90,Tackles Won (TklW),Challenges (Tkl),Challenges Lost (TklD),Blocked Shots (Sh),Interceptions (Int),Touches in Attacking Third,Take-On Success Percentage (Succ%),Take-On Tackled Percentage (Tkl%),Carries,Progressive Carrying Distance (TotDist),Carries into Final Third (1/3),Carries into Penalty Area (CPA),Passes Received (Rec),Progressive Passes Received (PrgR),Offsides (Off),Crosses (Crs),Ball Recoveries (Recov),Aerials Won Percentage (Won%)
Kevin Danso,0,9.341394,6.4695754,11,0.0,0.0,0.06,0.01,1.4849999999999999,68.15,17.9,0.0,33.3,0.31,0.0,17.5,86.7,2,22,2,7,1.1,2,0.31,5,8,3,7,3,25,66.7,33.3,341,1015,5,0,363,1,0,1,22,66.7
Kevin De Bruyne,4,1.7190603,2.8703578,47,0.23,0.41,0.22,0.44,1.4849999999999999,68.15,17.9,0.0,28.6,0.82,0.08,21.7,76.0,51,80,51,104,6.08,11,0.64,9,23,18,0,7,739,37.5,50.0,711,1860,45,18,907,137,5,122,56,21.1
Kevin Schade,2,3.6351345,6.1866045,56,0.43,0.09,0.33,0.15,1.4849999999999999,68.15,17.9,0.0,46.0,1.0,0.2,11.6,58.2,20,29,9,50,2.18,9,0.39,23,20,8,2,5,463,35.8,56.8,399,1275,26,35,497,146,13,36,78,55.5
Kieran Tierney,2,7.4731474,6.5504394,5,0.0,0.0,0.1,0.43,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,2.6,82.1,7,7,5,8,3.98,0,0.0,4,5,2,0,2,67,33.3,33.3,58,125,3,1,90,22,2,10,3,37.5
Kieran Trippier,1,5.9866204,3.8813322,25,0.0,0.21,0.01,0.09,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,22.2,82.1,19,67,20,50,3.51,6,0.42,20,35,14,3,12,389,50.0,50.0,587,1158,14,4,818,53,2,79,65,58.3
Kiernan Dewsbury-Hall,2,7.243023,6.1672897,5,0.0,0.35,0.08,0.37,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,7.8,83.6,3,12,3,5,1.73,1,0.35,5,6,2,0,1,58,50.0,50.0,93,221,1,0,137,11,0,2,9,0.0
Kobbie Mainoo,1,6.932928,3.0523715,21,0.0,0.0,0.03,0.09,1.4849999999999999,68.15,17.9,0.0,15.4,0.12,0.0,20.8,86.3,14,46,9,30,1.79,2,0.12,25,36,14,2,19,251,46.9,49.0,602,1131,14,10,696,42,2,5,79,41.3
Konstantinos Mavropanos,3,9.936349,3.1817813,16,0.0,0.0,0.07,0.02,1.4849999999999999,68.15,17.9,0.0,27.8,0.23,0.0,14.8,85.8,5,60,4,16,0.74,0,0.0,22,25,11,17,38,62,52.9,29.4,794,2124,10,1,936,2,3,2,68,70.0
Kosta Nedeljković,0,8.813488,7.1882515,1,0.0,0.0,0.0,0.0,1.4849999999999999,68.15,17.9,0.0,30.0,0.0,0.06,16.4,88.7,0,5,0,0,0.0,0,0.0,5,3,1,0,0,19,50.0,50.0,27,33,0,0,32,0,0,1,4,0.0
Kostas Tsimikas,2,6.646412,4.926944,16,0.0,0.12,0.05,0.26,1.4849999999999999,68.15,17.9,0.0,50.0,0.24,0.0,16.1,83.8,16,41,11,28,3.37,2,0.24,18,20,7,2,10,218,36.4,45.5,342,746,6,2,438,42,1,61,27,45.5
Kristoffer Ajer,0,8.752437,5.074733,27,0.0,0.0,0.05,0.08,1.4849999999999999,68.15,17.9,0.0,37.5,0.19,0.0,10.2,78.1,8,42,7,18,1.15,2,0.13,17,26,12,4,12,160,43.8,50.0,378,1172,11,2,481,42,1,14,42,55.1
Kyle Walker,0,7.9477196,5.209988,12,0.0,0.0,0.01,0.04,1.4849999999999999,68.15,17.9,0.0,40.0,0.19,0.0,27.7,87.7,7,63,7,17,1.58,0,0.0,10,26,12,4,3,228,50.0,33.3,499,1106,13,0,630,11,1,14,46,56.3
Kyle Walker-Peters,1,4.4613404,2.4554687,114,0.0,0.06,0.03,0.09,1.4849999999999999,68.15,17.9,0.0,30.0,0.19,0.0,18.3,88.2,24,119,30,63,1.94,7,0.22,29,35,19,15,19,540,41.3,42.4,1271,4373,72,24,1433,144,2,51,135,34.4
Lamare Bogarde,0,9.637548,6.4606376,12,0.0,0.0,0.01,0.02,1.4849999999999999,68.15,17.9,0.0,100.0,0.19,0.0,20.2,88.2,2,24,1,10,1.89,1,0.19,6,16,6,3,1,40,50.0,25.0,173,599,6,1,212,9,0,0,13,50.0
Leandro Trossard,4,1.8598766,3.0554647,75,0.31,0.19,0.26,0.2,1.4849999999999999,68.15,17.9,0.0,30.9,0.8,0.12,15.9,73.7,37,41,43,80,3.06,6,0.23,17,31,22,0,9,685,41.7,44.4,733,1942,49,29,857,207,6,79,93,21.4
Leif Davis,1,4.768806,3.0097692,48,0.04,0.07,0.03,0.15,1.4849999999999999,68.15,17.9,0.0,14.3,0.07,0.07,20.4,71.5,54,30,26,85,2.98,4,0.14,26,46,17,8,25,477,35.1,45.9,659,1940,27,10,770,117,3,148,111,60.0
Leny Yoro,0,9.290245,5.3738914,19,0.0,0.0,0.06,0.01,1.4849999999999999,68.15,17.9,0.0,20.0,0.08,0.0,8.6,92.1,2,43,5,8,0.65,0,0.0,11,17,6,3,18,70,50.0,50.0,577,1646,13,1,615,4,1,1,45,51.6
Leon Bailey,2,5.555067,5.067099,57,0.08,0.16,0.14,0.12,1.4849999999999999,68.15,17.9,0.0,21.4,0.47,0.04,17.3,70.7,16,16,20,38,3.01,4,0.32,4,10,8,0,3,318,38.6,42.1,344,1334,22,33,386,121,3,34,59,40.0
Lesley Ugochukwu,1,7.2976837,3.094245,29,0.06,0.06,0.05,0.06,1.4849999999999999,68.15,17.9,0.0,10.0,0.06,0.1,17.0,84.9,14,52,7,23,1.36,1,0.06,24,33,15,9,14,167,69.2,26.9,459,1195,15,6,570,20,0,6,62,54.1
Levi Colwill,3,9.915394,2.643098,13,0.03,0.03,0.04,0.04,1.4849999999999999,68.15,17.9,0.0,18.8,0.09,0.06,9.9,89.6,14,144,7,38,1.19,3,0.09,30,25,9,24,32,129,60.0,40.0,1543,3886,11,1,1996,11,4,13,110,59.8
Lewis Cook,1,4.7714767,2.235514,33,0.03,0.1,0.03,0.13,1.4849999999999999,68.15,17.9,0.0,28.6,0.13,0.07,23.4,76.8,48,150,26,87,2.78,5,0.16,42,66,30,11,40,453,61.1,38.9,791,2113,29,4,904,49,3,127,182,54.1
Lewis Dunk,3,9.528791,2.840571,20,0.0,0.0,0.03,0.02,1.4849999999999999,68.15,17.9,0.0,25.0,0.13,0.0,12.1,91.0,6,157,6,19,0.82,3,0.13,10,19,8,18,13,113,0.0,100.0,1341,3345,19,0,1556,3,2,5,104,62.2
Lewis Hall,1,5.1065054,2.4796505,41,0.0,0.16,0.02,0.18,1.4849999999999999,68.15,17.9,0.0,9.1,0.04,0.0,18.8,81.7,34,114,17,63,2.59,6,0.25,41,74,34,18,18,414,52.4,33.3,950,2358,22,13,1094,80,1,110,119,49.2
Lewis Miley,3,8.234259,4.173841,2,0.36,0.0,0.2,0.01,1.4849999999999999,68.15,17.9,0.0,66.7,0.72,0.33,14.6,87.7,1,10,4,3,1.08,0,0.0,9,11,5,1,2,57,33.3,33.3,96,186,1,0,141,7,0,0,16,50.0
Liam Delap,2,3.6539915,6.1917834,60,0.43,0.07,0.34,0.07,1.4849999999999999,68.15,17.9,0.0,43.8,1.01,0.16,16.0,61.2,21,16,6,62,2.24,7,0.25,7,14,12,0,2,326,46.4,42.9,436,1570,46,29,519,105,13,5,66,43.4
Lisandro Martínez,3,9.642957,2.887515,23,0.1,0.05,0.07,0.06,1.4849999999999999,68.15,17.9,0.0,35.3,0.31,0.12,15.9,89.4,9,91,18,26,1.34,2,0.1,24,36,15,8,32,125,85.7,14.3,1017,3129,23,2,1069,7,0,9,81,55.2
Lloyd Kelly,0,8.232728,6.2191644,0,0.0,0.3,0.12,0.14,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,7.3,80.7,2,6,1,2,0.59,1,0.3,4,1,0,4,1,19,66.7,33.3,120,202,2,0,129,5,1,1,19,75.0
Lucas Bergvall,1,6.943384,2.9795122,33,0.0,0.07,0.05,0.04,1.4849999999999999,68.15,17.9,0.0,16.7,0.15,0.0,19.9,87.4,11,53,7,22,1.63,4,0.3,19,32,15,8,24,232,46.7,44.4,531,1634,21,4,586,31,0,21,73,52.9
Lucas Digne,1,4.894265,2.914293,23,0.0,0.16,0.03,0.17,1.4849999999999999,68.15,17.9,0.0,23.1,0.12,0.0,22.7,75.2,35,43,29,63,2.51,5,0.2,37,64,21,4,25,526,47.4,47.4,672,1328,14,4,808,140,7,138,100,56.5
Lucas Paquetá,1,5.330616,2.474956,22,0.15,0.0,0.2,0.12,1.4849999999999999,68.15,17.9,0.0,7.9,0.12,0.05,19.6,77.3,36,125,43,79,3.04,6,0.23,37,54,27,4,17,435,41.9,46.5,891,1300,32,2,1220,82,6,28,146,45.7
Luis Díaz,4,1.4841089,2.4598951,103,0.49,0.2,0.4,0.2,1.4849999999999999,68.15,17.9,0.0,41.5,1.09,0.18,13.5,84.3,54,45,43,116,4.69,16,0.65,21,34,21,0,7,668,45.9,43.2,733,2803,53,55,878,269,10,30,98,26.7
Luis Guilherme,2,7.3588877,6.839005,3,0.0,0.0,0.19,0.05,1.4849999999999999,68.15,17.9,0.0,33.3,0.65,0.0,14.9,83.9,3,3,3,10,6.52,0,0.0,0,3,3,0,3,37,55.6,22.2,42,136,3,1,55,13,0,8,7,66.7
Luis Sinisterra,2,5.504906,5.7861676,19,0.38,0.38,0.46,0.54,1.4849999999999999,68.15,17.9,0.0,46.2,2.29,0.08,14.8,78.5,9,6,2,14,5.29,1,0.38,2,4,4,0,1,96,40.0,50.0,95,393,6,10,102,38,1,7,17,30.0
Luke Shaw,0,8.137338,7.102973,6,0.0,0.0,0.01,0.29,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,23.1,83.6,5,12,3,9,3.72,0,0.0,3,2,0,1,2,37,0.0,100.0,170,402,6,0,183,7,0,9,9,60.0
Luke Thomas,0,8.658803,5.532249,3,0.0,0.0,0.04,0.03,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,16.8,79.3,7,27,3,12,1.24,1,0.1,20,32,14,5,18,99,40.0,60.0,314,497,7,2,363,13,0,23,36,50.0
Luke Woolfenden,0,9.193621,5.711821,7,0.0,0.0,0.0,0.0,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,12.9,88.3,0,31,0,2,0.15,0,0.0,6,5,3,14,19,9,45.0,43.8,368,1249,3,0,442,0,1,0,38,50.0
Mads Hermansen,0,10.344603,7.9782763,0,0.0,0.0,0.0,0.0,2.19,64.5,3.7,25.0,30.0,0.0,0.06,16.4,61.0,0,20,1,3,0.11,0,0.0,1,1,0,0,0,0,100.0,0.0,734,1904,0,0,625,0,0,0,17,80.0
Mads Roerslev,2,6.78397,4.8634014,17,0.0,0.16,0.02,0.24,1.4849999999999999,68.15,17.9,0.0,40.0,0.16,0.0,20.8,78.7,14,37,11,21,1.72,2,0.16,8,28,17,5,4,146,36.8,42.1,352,858,13,0,407,54,0,31,39,41.7
Malo Gusto,1,5.1281943,2.6031682,49,0.0,0.05,0.08,0.06,1.4849999999999999,68.15,17.9,0.0,18.2,0.2,0.0,21.3,86.5,21,109,18,57,2.8,4,0.2,28,47,23,8,23,440,25.0,68.8,865,2195,35,8,1053,84,2,51,116,34.8
Manuel Akanji,3,9.778709,2.904384,38,0.0,0.0,0.04,0.02,1.4849999999999999,68.15,17.9,0.0,10.0,0.05,0.0,16.3,93.9,9,153,11,34,1.75,2,0.1,11,13,5,8,7,353,100.0,0.0,1071,3362,52,0,1291,6,0,11,89,47.3
Manuel Ugarte Ribeiro,1,6.218901,2.3006022,16,0.05,0.11,0.05,0.06,1.4849999999999999,68.15,17.9,0.0,21.1,0.21,0.05,21.7,87.9,10,54,9,31,1.64,4,0.21,46,66,38,4,26,201,56.3,31.3,642,1306,16,1,693,20,0,7,117,48.6
Marc Cucurella,1,5.8600993,2.7097363,31,0.13,0.03,0.09,0.07,1.4849999999999999,68.15,17.9,0.0,40.9,0.3,0.18,16.5,88.0,19,112,12,48,1.59,5,0.17,39,53,27,14,25,490,30.8,53.8,882,2180,18,2,1287,108,3,29,119,37.0
Marc Guéhi,3,9.939735,2.721638,22,0.09,0.06,0.06,0.05,1.4849999999999999,68.15,17.9,0.0,46.7,0.21,0.2,10.7,83.3,15,130,11,41,1.24,5,0.15,31,46,16,22,25,146,80.0,13.3,1099,2891,17,1,1283,10,1,13,137,54.4
Marco Asensio,2,5.159261,6.061063,16,0.5,0.17,0.7,0.14,1.4849999999999999,68.15,17.9,0.0,47.1,1.33,0.18,18.9,80.4,13,15,8,27,4.5,3,0.5,5,9,6,0,1,147,50.0,35.7,177,500,18,4,200,26,2,23,22,0.0
Marcos Senesi,0,8.963864,5.0743265,12,0.0,0.0,0.07,0.02,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,6.0,76.6,3,73,12,16,1.42,1,0.09,21,30,16,7,11,67,55.6,44.4,483,1465,14,0,493,5,0,10,67,46.0
Marcus Rashford,2,5.450098,6.5508747,20,0.37,0.09,0.16,0.19,1.4849999999999999,68.15,17.9,0.0,56.3,0.83,0.25,16.4,73.8,15,13,16,29,2.67,1,0.09,4,9,6,0,4,222,23.1,66.7,293,728,19,12,341,79,7,27,24,41.7
Marcus Rashford,2,5.5880585,5.6605806,22,0.41,0.41,0.62,0.46,1.4849999999999999,68.15,17.9,0.0,27.8,1.01,0.06,19.4,71.3,13,2,9,27,5.49,3,0.61,7,6,2,0,1,159,40.9,59.1,127,471,10,15,149,42,1,28,14,11.1
Marcus Tavernier,4,2.3624828,3.0106149,41,0.16,0.27,0.29,0.15,1.4849999999999999,68.15,17.9,0.0,30.0,0.81,0.06,20.2,72.5,36,64,30,85,4.58,11,0.59,24,26,16,3,5,523,42.1,49.1,567,1622,40,7,641,106,4,91,101,44.6
Mario Lemina,1,7.2626433,3.0318677,8,0.07,0.2,0.09,0.07,1.4849999999999999,68.15,17.9,0.0,27.8,0.33,0.06,21.9,80.4,10,43,13,26,1.71,5,0.33,31,29,9,7,27,119,62.5,25.0,382,1038,12,2,482,21,4,10,73,61.0
Mark Flekken,0,10.639413,6.8568053,0,0.0,0.06,0.0,0.02,1.53,73.1,17.6,0.0,30.0,0.0,0.06,16.4,73.4,3,47,2,10,0.3,2,0.06,4,9,6,0,0,0,100.0,0.0,1045,3005,0,0,953,0,0,0,37,100.0
Mark Travers,0,9.884593,7.234364,0,0.0,0.0,0.0,0.0,1.0,80.0,20.0,0.0,30.0,0.0,0.06,16.4,70.4,0,3,0,0,0.0,0,0.0,0,0,0,0,0,0,45.0,43.8,85,188,0,0,68,0,0,0,3,100.0
Marshall Munetsi,2,5.953903,6.7580647,7,0.1,0.1,0.31,0.15,1.4849999999999999,68.15,17.9,0.0,33.3,0.51,0.07,14.8,72.7,7,4,2,16,1.64,1,0.1,10,20,8,1,6,94,20.0,70.0,119,159,3,3,150,26,3,6,31,57.1
Martin Dúbravka,0,10.364996,7.3818727,0,0.0,0.0,0.0,0.0,1.2,70.7,50.0,0.0,30.0,0.0,0.06,16.4,79.6,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,45.0,43.8,202,643,0,0,175,0,0,0,18,100.0
Martin Ødegaard,4,2.0258613,2.4496572,82,0.08,0.3,0.19,0.21,1.4849999999999999,68.15,17.9,0.0,30.2,0.55,0.02,18.7,82.9,57,120,81,115,4.86,14,0.59,11,24,20,0,4,801,41.8,54.5,1071,3426,74,23,1230,144,1,81,91,53.3
Mason Mount,2,5.797227,7.1207256,11,0.21,0.0,0.48,0.04,1.4849999999999999,68.15,17.9,0.0,38.5,1.05,0.08,15.7,80.2,5,11,4,15,3.14,0,0.0,4,10,2,1,3,86,0.0,80.0,149,328,9,2,172,23,0,9,15,40.0
Massimo Luongo,0,9.690592,7.402641,0,0.0,0.0,0.0,0.0,1.4849999999999999,68.15,17.9,0.0,30.0,0.0,0.06,16.4,75.4,0,1,0,0,0.0,0,0.0,5,7,3,2,2,19,45.0,43.8,40,25,0,0,44,1,0,1,10,100.0
Mateo Kovačić,1,5.457612,1.9615358,52,0.26,0.04,0.08,0.16,1.4849999999999999,68.15,17.9,0.0,29.3,0.53,0.15,22.5,92.6,29,189,28,63,2.77,6,0.26,38,63,33,0,20,567,51.3,28.2,1332,3573,73,3,1590,15,0,0,110,52.9
Mateus Fernandes,1,4.663613,2.4635768,73,0.07,0.1,0.13,0.09,1.4849999999999999,68.15,17.9,0.0,35.9,0.48,0.05,18.5,79.9,31,91,21,71,2.42,6,0.2,46,64,31,6,21,511,45.5,45.5,836,2981,66,8,1000,102,4,104,165,59.1
Matheus Cunha,4,1.7423517,2.3335457,104,0.56,0.22,0.29,0.27,1.4849999999999999,68.15,17.9,0.0,41.2,1.48,0.15,20.6,71.9,51,89,54,118,4.38,16,0.59,21,36,25,1,17,643,44.6,43.8,819,3108,88,36,957,147,8,123,123,27.0
Matheus Nunes,1,5.3237557,3.8109956,59,0.06,0.3,0.05,0.25,1.4849999999999999,68.15,17.9,0.0,42.9,0.18,0.14,18.3,86.3,21,45,25,39,2.35,6,0.36,21,34,19,3,13,560,44.4,36.1,779,2131,31,22,916,156,6,39,60,44.8
Mathias Jensen,2,6.452054,5.361935,6,0.0,0.22,0.03,0.18,1.4849999999999999,68.15,17.9,0.0,16.7,0.11,0.0,23.1,75.5,15,39,18,38,4.19,5,0.55,9,15,8,4,8,191,60.0,26.7,278,543,8,0,326,26,0,31,45,61.5
Mathys Tel,2,5.737794,6.5690713,18,0.28,0.14,0.32,0.19,1.4849999999999999,68.15,17.9,0.0,35.0,0.97,0.05,16.2,70.8,10,9,12,20,2.78,1,0.14,3,9,7,0,0,173,23.7,63.2,208,597,18,7,221,57,0,29,29,57.1
Mats Wieffer,2,6.7144814,4.8361344,13,0.12,0.36,0.09,0.18,1.4849999999999999,68.15,17.9,0.0,50.0,0.48,0.13,12.9,85.6,13,46,6,26,3.14,4,0.48,22,31,12,1,13,162,46.2,46.2,393,824,15,1,427,18,1,7,57,56.8
Matt Doherty,3,9.52596,2.9860232,29,0.09,0.05,0.05,0.07,1.4849999999999999,68.15,17.9,0.0,30.0,0.14,0.2,11.4,82.6,11,88,14,24,1.1,3,0.14,20,24,8,15,21,179,55.0,30.0,754,2050,19,4,909,40,2,18,99,71.6
Matt O'Riley,2,6.196302,5.2972527,19,0.11,0.11,0.21,0.18,1.4849999999999999,68.15,17.9,0.0,30.0,0.64,0.05,16.8,77.9,17,28,7,35,3.72,4,0.43,9,12,8,3,13,190,58.3,33.3,243,493,11,7,275,47,1,43,24,41.7
Matthijs de Ligt,3,9.770613,3.2985773,7,0.08,0.0,0.1,0.01,1.4849999999999999,68.15,17.9,0.0,50.0,0.38,0.11,7.9,89.9,6,63,2,14,0.59,1,0.04,22,32,9,21,33,56,50.0,50.0,1078,2225,3,0,1158,6,2,6,68,66.7
Matty Cash,1,6.5273557,3.2541256,46,0.05,0.05,0.02,0.05,1.4849999999999999,68.15,17.9,0.0,40.0,0.2,0.1,19.0,79.2,10,37,9,22,1.1,2,0.1,27,34,10,7,21,257,41.7,44.4,507,1618,34,4,575,75,1,33,64,47.2
Matz Sels,0,10.473475,7.4021535,0,0.0,0.0,0.0,0.0,1.2,74.3,37.1,0.0,30.0,0.0,0.06,16.4,51.1,1,42,3,5,0.14,0,0.0,1,1,0,0,0,0,45.0,43.8,489,1500,1,1,392,0,0,0,11,87.5
Max Kilman,3,10.3427725,2.7508955,29,0.0,0.03,0.04,0.03,1.4849999999999999,68.15,17.9,0.0,16.7,0.06,0.0,8.8,86.6,16,102,4,29,0.85,3,0.09,20,25,4,37,38,105,70.0,10.0,1151,2956,13,2,1441,6,2,3,138,67.7
Maxence Lacroix,3,9.973632,3.141036,8,0.03,0.03,0.1,0.02,1.4849999999999999,68.15,17.9,0.0,17.2,0.16,0.03,11.1,81.5,6,67,3,26,0.82,4,0.13,40,47,15,18,52,80,57.1,28.6,962,2079,4,0,1062,7,1,6,123,55.3
Michael Kayode,2,6.651878,5.611053,8,0.0,0.31,0.02,0.3,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,18.5,73.6,4,5,1,10,3.09,3,0.93,8,7,0,0,4,55,58.3,33.3,72,269,4,3,70,16,0,7,22,66.7
Michael Keane,3,8.777228,4.318966,1,0.21,0.0,0.05,0.01,1.4849999999999999,68.15,17.9,0.0,37.5,0.32,0.25,14.8,81.6,2,17,0,6,0.63,0,0.0,7,13,6,7,10,18,0.0,100.0,189,236,1,0,240,3,0,1,24,58.8
Michail Antonio,2,5.98235,6.2864747,29,0.11,0.11,0.24,0.17,1.4849999999999999,68.15,17.9,0.0,21.1,0.43,0.05,12.6,60.6,9,11,6,22,2.37,4,0.43,2,3,1,0,0,151,33.3,48.1,173,695,13,9,221,59,4,25,22,43.6
Micky van de Ven,0,9.390005,5.479784,8,0.0,0.19,0.05,0.11,1.4849999999999999,68.15,17.9,0.0,33.3,0.19,0.0,11.1,91.0,2,50,1,11,1.04,2,0.19,6,14,6,6,10,36,50.0,50.0,599,1388,10,1,629,1,0,0,61,51.4
Miguel Almirón,2,6.5392866,7.0297174,3,0.0,0.0,0.3,0.15,1.4849999999999999,68.15,17.9,0.0,33.3,1.15,0.0,14.2,81.8,3,3,1,8,4.59,0,0.0,2,3,1,0,0,36,50.0,50.0,54,93,3,2,59,18,2,0,4,0.0
Mikel Merino,2,4.7582874,6.03108,9,0.38,0.13,0.28,0.12,1.4849999999999999,68.15,17.9,0.0,37.5,0.76,0.19,10.5,78.0,15,34,24,39,2.48,4,0.25,22,29,14,5,14,300,42.1,36.8,357,645,12,4,470,88,7,12,78,52.3
Mikey Moore,2,6.591838,5.6786942,9,0.0,0.43,0.09,0.15,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,19.5,70.3,3,1,5,10,4.33,2,0.87,0,1,1,0,1,68,8.3,75.0,76,263,3,4,79,31,3,14,8,20.0
Mikkel Damsgaard,1,3.8416188,1.9706174,64,0.07,0.34,0.09,0.26,1.4849999999999999,68.15,17.9,0.0,21.9,0.24,0.06,17.5,72.7,59,153,67,114,3.86,21,0.71,43,72,44,2,26,640,52.7,35.5,972,2753,42,9,1131,121,6,130,159,32.4
Milos Kerkez,1,4.263257,2.4485793,96,0.06,0.15,0.02,0.11,1.4849999999999999,68.15,17.9,0.0,29.4,0.15,0.12,20.4,75.2,32,80,36,76,2.22,9,0.26,26,37,14,11,42,654,45.5,31.8,986,3394,67,15,1073,169,1,125,156,34.7
Mohamed Salah,4,1.6088419,2.3198187,143,0.81,0.52,0.7,0.38,1.4849999999999999,68.15,17.9,0.0,42.0,1.36,0.17,14.7,71.2,82,49,86,157,4.56,26,0.75,11,16,9,0,7,1023,44.0,52.0,1079,3375,54,115,1313,440,16,72,95,42.9
Mohammed Kudus,4,1.7057961,2.9819472,93,0.15,0.07,0.24,0.09,1.4849999999999999,68.15,17.9,0.0,29.4,0.74,0.06,15.7,83.5,29,44,27,101,3.76,7,0.26,21,27,17,1,4,572,44.8,45.9,770,2401,56,39,916,201,18,74,128,20.8
Moisés Caicedo,1,5.569534,1.9142857,38,0.03,0.06,0.02,0.09,1.4849999999999999,68.15,17.9,0.0,16.7,0.09,0.06,25.1,89.7,29,219,31,94,2.75,9,0.26,64,80,30,10,49,430,42.1,35.1,1323,3008,29,2,1666,33,0,9,203,68.8
Morato,0,10.378061,6.2724366,0,0.0,0.0,0.02,0.0,1.4849999999999999,68.15,17.9,0.0,50.0,0.11,0.0,8.6,74.2,0,11,0,3,0.33,0,0.0,13,20,7,4,10,19,100.0,0.0,125,274,2,0,161,1,0,0,31,27.8
Morgan Gibbs-White,4,2.4972944,2.7874825,64,0.18,0.25,0.17,0.16,1.4849999999999999,68.15,17.9,0.0,34.0,0.64,0.09,17.0,78.0,48,117,37,104,3.68,17,0.6,19,30,15,4,20,581,40.0,45.3,829,2410,47,12,1109,118,7,39,118,44.8
Morgan Rogers,4,2.045766,2.603688,108,0.25,0.25,0.2,0.23,1.4849999999999999,68.15,17.9,0.0,35.8,0.6,0.15,15.9,73.9,48,71,52,101,3.19,14,0.44,18,39,20,7,5,553,42.5,44.4,744,3036,64,33,897,177,2,22,108,20.4
Murillo,3,10.467053,2.8347483,20,0.06,0.0,0.04,0.03,1.4849999999999999,68.15,17.9,0.0,25.0,0.18,0.08,22.2,78.2,12,124,13,40,1.2,2,0.06,36,46,19,44,32,96,78.8,21.2,760,2286,24,1,912,5,0,12,134,67.2
Mykhailo Mudryk,2,6.2489586,6.762559,7,0.0,0.0,0.15,0.58,1.4849999999999999,68.15,17.9,0.0,100.0,0.6,0.0,11.6,66.7,2,2,2,6,3.6,0,0.0,2,0,0,1,0,38,37.5,62.5,39,227,8,0,42,12,1,7,9,33.3
Myles Lewis-Skelly,3,8.334722,3.9280825,32,0.08,0.0,0.01,0.03,1.4849999999999999,68.15,17.9,0.0,50.0,0.08,0.5,14.3,90.7,7,55,8,24,1.85,0,0.0,14,10,0,1,6,225,46.2,34.6,443,1473,23,5,529,33,0,8,45,44.4
Nathan Aké,0,10.492175,5.987163,12,0.0,0.0,0.03,0.0,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,10.0,93.9,1,42,1,8,1.06,0,0.0,7,6,2,2,3,61,100.0,0.0,403,1501,12,1,449,2,0,1,24,56.5
Nathan Broadhead,2,6.140074,6.8584495,17,0.15,0.0,0.22,0.1,1.4849999999999999,68.15,17.9,0.0,60.0,0.89,0.1,15.4,76.0,6,10,4,19,2.83,2,0.3,3,9,6,1,4,109,50.0,43.8,152,502,14,4,191,27,2,9,30,10.0
Nathan Collins,3,10.33954,2.7090805,28,0.06,0.09,0.07,0.05,1.4849999999999999,68.15,17.9,0.0,35.3,0.17,0.12,10.7,85.7,10,102,7,30,0.86,8,0.23,22,34,12,51,32,164,50.0,41.7,1176,3769,12,0,1365,18,6,7,149,65.1
Nathan Patterson,2,7.5235934,6.0521045,6,0.0,0.26,0.02,0.11,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,16.8,73.9,4,9,5,11,2.85,1,0.26,6,14,7,0,2,75,75.0,16.7,95,216,5,2,117,18,0,14,12,12.5
Nathan Wood-Gordon,0,9.138492,6.1486726,2,0.0,0.0,0.03,0.0,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,5.9,92.8,1,11,0,3,0.43,0,0.0,7,8,3,5,4,27,60.0,20.0,253,454,6,0,339,0,0,3,20,61.1
Nathaniel Clyne,0,8.093627,7.307317,6,0.0,0.0,0.0,0.06,1.4849999999999999,68.15,17.9,0.0,0.0,0.0,0.0,31.4,76.0,3,16,2,3,0.56,0,0.0,8,11,5,2,3,37,0.0,100.0,158,314,2,3,178,8,0,7,10,12.5
Neco Williams,1,5.4198117,2.5676463,60,0.04,0.12,0.09,0.06,1.4849999999999999,68.15,17.9,0.0,18.9,0.27,0.03,20.2,76.1,16,64,19,46,1.78,6,0.23,45,73,28,9,25,401,40.9,40.9,569,1970,28,15,654,86,1,46,96,55.4
